"","snr","trial","stoppingT"
"275",0.02,"V75",2400
"276",0.02,"V76",2400
"277",0.02,"V77",2400
"278",0.02,"V78",2400
"279",0.02,"V79",2400
"280",0.02,"V80",2400
"281",0.02,"V81",2400
"282",0.02,"V82",2400
"283",0.02,"V83",2400
"284",0.02,"V84",2400
"285",0.02,"V85",2400
"286",0.02,"V86",2400
"287",0.02,"V87",54
"288",0.02,"V88",2400
"289",0.02,"V89",2400
"290",0.02,"V90",2400
"291",0.02,"V91",2400
"292",0.02,"V92",2400
"293",0.02,"V93",2400
"294",0.02,"V94",2400
"295",0.02,"V95",2400
"296",0.02,"V96",2400
"297",0.02,"V97",2400
"298",0.02,"V98",2400
"299",0.02,"V99",2400
"300",0.02,"V100",2400
"301",0.02,"V101",2400
"302",0.02,"V102",2400
"303",0.02,"V103",2091
"304",0.02,"V104",2400
"305",0.02,"V105",2400
"306",0.02,"V106",2400
"307",0.02,"V107",1060
"308",0.02,"V108",2400
"309",0.02,"V109",2400
"310",0.02,"V110",2400
"311",0.02,"V111",2400
"312",0.02,"V112",2400
"313",0.02,"V113",2400
"314",0.02,"V114",2400
"315",0.02,"V115",2400
"316",0.02,"V116",2400
"317",0.02,"V117",2400
"318",0.02,"V118",2400
"319",0.02,"V119",2400
"320",0.02,"V120",1512
"321",0.02,"V121",2400
"322",0.02,"V122",2400
"323",0.02,"V123",2400
"324",0.02,"V124",19
"325",0.02,"V125",2400
"326",0.02,"V126",1882
"327",0.02,"V127",2400
"328",0.02,"V128",2400
"329",0.02,"V129",2400
"330",0.02,"V130",2400
"331",0.02,"V131",2400
"332",0.02,"V132",2400
"333",0.02,"V133",2400
"334",0.02,"V134",2400
"335",0.02,"V135",2400
"336",0.02,"V136",2400
"337",0.02,"V137",2400
"338",0.02,"V138",2400
"339",0.02,"V139",2400
"340",0.02,"V140",2400
"341",0.02,"V141",2400
"342",0.02,"V142",1945
"343",0.02,"V143",2400
"344",0.02,"V144",2400
"345",0.02,"V145",2400
"346",0.02,"V146",1274
"347",0.02,"V147",2400
"348",0.02,"V148",2400
"349",0.02,"V149",2400
"350",0.02,"V150",2400
"351",0.02,"V151",2400
"352",0.02,"V152",2400
"353",0.02,"V153",2400
"354",0.02,"V154",2400
"355",0.02,"V155",2400
"356",0.02,"V156",2400
"357",0.02,"V157",2400
"358",0.02,"V158",2400
"359",0.02,"V159",2400
"360",0.02,"V160",2400
"361",0.02,"V161",29
"362",0.02,"V162",2180
"363",0.02,"V163",4
"364",0.02,"V164",2400
"365",0.02,"V165",2400
"366",0.02,"V166",2400
"367",0.02,"V167",2400
"368",0.02,"V168",2400
"369",0.02,"V169",2400
"370",0.02,"V170",2400
"371",0.02,"V171",2400
"372",0.02,"V172",2400
"373",0.02,"V173",2400
"374",0.02,"V174",239
"375",0.02,"V175",1295
"376",0.02,"V176",2400
"377",0.02,"V177",2400
"378",0.02,"V178",2400
"379",0.02,"V179",149
"380",0.02,"V180",2400
"381",0.02,"V181",2400
"382",0.02,"V182",2400
"383",0.02,"V183",2400
"384",0.02,"V184",2400
"385",0.02,"V185",56
"386",0.02,"V186",2400
"387",0.02,"V187",2124
"388",0.02,"V188",502
"389",0.02,"V189",2400
"390",0.02,"V190",2400
"391",0.02,"V191",2400
"392",0.02,"V192",2400
"393",0.02,"V193",2400
"394",0.02,"V194",1889
"395",0.02,"V195",32
"396",0.02,"V196",2400
"397",0.02,"V197",2400
"398",0.02,"V198",2400
"399",0.02,"V199",2400
"400",0.02,"V200",2400
"401",0.024,"V1",2400
"402",0.024,"V2",2400
"403",0.024,"V3",2400
"404",0.024,"V4",2400
"405",0.024,"V5",2400
"406",0.024,"V6",1405
"407",0.024,"V7",2400
"408",0.024,"V8",1005
"409",0.024,"V9",2400
"410",0.024,"V10",2400
"411",0.024,"V11",2400
"412",0.024,"V12",2400
"413",0.024,"V13",2400
"414",0.024,"V14",2400
"415",0.024,"V15",2271
"416",0.024,"V16",2400
"417",0.024,"V17",2
"418",0.024,"V18",2400
"419",0.024,"V19",2046
"420",0.024,"V20",2400
"421",0.024,"V21",2400
"422",0.024,"V22",2400
"423",0.024,"V23",41
"424",0.024,"V24",2400
"425",0.024,"V25",2400
"426",0.024,"V26",2400
"427",0.024,"V27",1516
"428",0.024,"V28",2400
"429",0.024,"V29",2400
"430",0.024,"V30",2400
"431",0.024,"V31",2400
"432",0.024,"V32",2400
"433",0.024,"V33",2400
"434",0.024,"V34",2400
"435",0.024,"V35",2400
"436",0.024,"V36",2400
"437",0.024,"V37",2400
"438",0.024,"V38",1148
"439",0.024,"V39",2400
"440",0.024,"V40",2400
"441",0.024,"V41",2400
"442",0.024,"V42",2400
"443",0.024,"V43",2400
"444",0.024,"V44",2400
"445",0.024,"V45",2400
"446",0.024,"V46",2055
"447",0.024,"V47",2400
"448",0.024,"V48",2400
"449",0.024,"V49",2400
"450",0.024,"V50",2400
"451",0.024,"V51",2400
"452",0.024,"V52",2400
"453",0.024,"V53",1911
"454",0.024,"V54",121
"455",0.024,"V55",2199
"456",0.024,"V56",1462
"457",0.024,"V57",2400
"458",0.024,"V58",2400
"459",0.024,"V59",2400
"460",0.024,"V60",2400
"461",0.024,"V61",2400
"462",0.024,"V62",2400
"463",0.024,"V63",2400
"464",0.024,"V64",1021
"465",0.024,"V65",2400
"466",0.024,"V66",2400
"467",0.024,"V67",2400
"468",0.024,"V68",2400
"469",0.024,"V69",2400
"470",0.024,"V70",2400
"471",0.024,"V71",1587
"472",0.024,"V72",2400
"473",0.024,"V73",2400
"474",0.024,"V74",2400
"475",0.024,"V75",1928
"476",0.024,"V76",2400
"477",0.024,"V77",2400
"478",0.024,"V78",2400
"479",0.024,"V79",24
"480",0.024,"V80",26
"481",0.024,"V81",2400
"482",0.024,"V82",1148
"483",0.024,"V83",2400
"484",0.024,"V84",2400
"485",0.024,"V85",2400
"486",0.024,"V86",2400
"487",0.024,"V87",2400
"488",0.024,"V88",2400
"489",0.024,"V89",2400
"490",0.024,"V90",2400
"491",0.024,"V91",2400
"492",0.024,"V92",2400
"493",0.024,"V93",2400
"494",0.024,"V94",2400
"495",0.024,"V95",2400
"496",0.024,"V96",2400
"497",0.024,"V97",2400
"498",0.024,"V98",2400
"499",0.024,"V99",2400
"500",0.024,"V100",2400
"501",0.024,"V101",38
"502",0.024,"V102",2400
"503",0.024,"V103",82
"504",0.024,"V104",2400
"505",0.024,"V105",2400
"506",0.024,"V106",2400
"507",0.024,"V107",1645
"508",0.024,"V108",2400
"509",0.024,"V109",2400
"510",0.024,"V110",2400
"511",0.024,"V111",26
"512",0.024,"V112",2400
"513",0.024,"V113",2400
"514",0.024,"V114",2400
"515",0.024,"V115",2400
"516",0.024,"V116",1161
"517",0.024,"V117",2400
"518",0.024,"V118",2400
"519",0.024,"V119",2400
"520",0.024,"V120",2400
"521",0.024,"V121",2400
"522",0.024,"V122",2
"523",0.024,"V123",2400
"524",0.024,"V124",2400
"525",0.024,"V125",2400
"526",0.024,"V126",2400
"527",0.024,"V127",2400
"528",0.024,"V128",2400
"529",0.024,"V129",1081
"530",0.024,"V130",2400
"531",0.024,"V131",2400
"532",0.024,"V132",2400
"533",0.024,"V133",2400
"534",0.024,"V134",2400
"535",0.024,"V135",2400
"536",0.024,"V136",2400
"537",0.024,"V137",2400
"538",0.024,"V138",2400
"539",0.024,"V139",2400
"540",0.024,"V140",2400
"541",0.024,"V141",2400
"542",0.024,"V142",2400
"543",0.024,"V143",2400
"544",0.024,"V144",1824
"545",0.024,"V145",2400
"546",0.024,"V146",921
"547",0.024,"V147",1911
"548",0.024,"V148",1777
"549",0.024,"V149",2400
"550",0.024,"V150",259
"551",0.024,"V151",2400
"552",0.024,"V152",2400
"553",0.024,"V153",2400
"554",0.024,"V154",2400
"555",0.024,"V155",47
"556",0.024,"V156",2400
"557",0.024,"V157",2219
"558",0.024,"V158",2400
"559",0.024,"V159",2400
"560",0.024,"V160",2400
"561",0.024,"V161",2400
"562",0.024,"V162",2400
"563",0.024,"V163",2158
"564",0.024,"V164",2400
"565",0.024,"V165",285
"566",0.024,"V166",2400
"567",0.024,"V167",2400
"568",0.024,"V168",2400
"569",0.024,"V169",2400
"570",0.024,"V170",2400
"571",0.024,"V171",2
"572",0.024,"V172",2400
"573",0.024,"V173",2400
"574",0.024,"V174",2400
"575",0.024,"V175",2400
"576",0.024,"V176",2400
"577",0.024,"V177",2400
"578",0.024,"V178",2400
"579",0.024,"V179",2400
"580",0.024,"V180",2400
"581",0.024,"V181",2400
"582",0.024,"V182",2400
"583",0.024,"V183",2400
"584",0.024,"V184",2400
"585",0.024,"V185",2400
"586",0.024,"V186",2400
"587",0.024,"V187",2400
"588",0.024,"V188",2400
"589",0.024,"V189",2400
"590",0.024,"V190",2400
"591",0.024,"V191",2400
"592",0.024,"V192",2400
"593",0.024,"V193",2400
"594",0.024,"V194",2400
"595",0.024,"V195",2400
"596",0.024,"V196",1199
"597",0.024,"V197",1994
"598",0.024,"V198",2400
"599",0.024,"V199",2400
"600",0.024,"V200",1389
"601",0.028,"V1",1163
"602",0.028,"V2",2400
"603",0.028,"V3",2400
"604",0.028,"V4",1408
"605",0.028,"V5",2400
"606",0.028,"V6",2400
"607",0.028,"V7",102
"608",0.028,"V8",2400
"609",0.028,"V9",2400
"610",0.028,"V10",2400
"611",0.028,"V11",2400
"612",0.028,"V12",2400
"613",0.028,"V13",2400
"614",0.028,"V14",2400
"615",0.028,"V15",2400
"616",0.028,"V16",1035
"617",0.028,"V17",2400
"618",0.028,"V18",1136
"619",0.028,"V19",2400
"620",0.028,"V20",2400
"621",0.028,"V21",2400
"622",0.028,"V22",2400
"623",0.028,"V23",2400
"624",0.028,"V24",2400
"625",0.028,"V25",2400
"626",0.028,"V26",2400
"627",0.028,"V27",1671
"628",0.028,"V28",2400
"629",0.028,"V29",2400
"630",0.028,"V30",2400
"631",0.028,"V31",2400
"632",0.028,"V32",2400
"633",0.028,"V33",2400
"634",0.028,"V34",2400
"635",0.028,"V35",2400
"636",0.028,"V36",2400
"637",0.028,"V37",2400
"638",0.028,"V38",2400
"639",0.028,"V39",2400
"640",0.028,"V40",2400
"641",0.028,"V41",2400
"642",0.028,"V42",2400
"643",0.028,"V43",2400
"644",0.028,"V44",2400
"645",0.028,"V45",2400
"646",0.028,"V46",2400
"647",0.028,"V47",2400
"648",0.028,"V48",2400
"649",0.028,"V49",2400
"650",0.028,"V50",2118
"651",0.028,"V51",2400
"652",0.028,"V52",2400
"653",0.028,"V53",2400
"654",0.028,"V54",2400
"655",0.028,"V55",2400
"656",0.028,"V56",2400
"657",0.028,"V57",2400
"658",0.028,"V58",2400
"659",0.028,"V59",2400
"660",0.028,"V60",2400
"661",0.028,"V61",2400
"662",0.028,"V62",897
"663",0.028,"V63",2400
"664",0.028,"V64",2400
"665",0.028,"V65",2400
"666",0.028,"V66",957
"667",0.028,"V67",2400
"668",0.028,"V68",2400
"669",0.028,"V69",2400
"670",0.028,"V70",2400
"671",0.028,"V71",2400
"672",0.028,"V72",2400
"673",0.028,"V73",36
"674",0.028,"V74",97
"675",0.028,"V75",2
"676",0.028,"V76",2400
"677",0.028,"V77",2400
"678",0.028,"V78",2400
"679",0.028,"V79",2400
"680",0.028,"V80",2045
"681",0.028,"V81",2
"682",0.028,"V82",2400
"683",0.028,"V83",2400
"684",0.028,"V84",2400
"685",0.028,"V85",2400
"686",0.028,"V86",2400
"687",0.028,"V87",2400
"688",0.028,"V88",2400
"689",0.028,"V89",2400
"690",0.028,"V90",2400
"691",0.028,"V91",2400
"692",0.028,"V92",2400
"693",0.028,"V93",2400
"694",0.028,"V94",2400
"695",0.028,"V95",2400
"696",0.028,"V96",2400
"697",0.028,"V97",2400
"698",0.028,"V98",2400
"699",0.028,"V99",2400
"700",0.028,"V100",38
"701",0.028,"V101",2400
"702",0.028,"V102",2400
"703",0.028,"V103",2400
"704",0.028,"V104",2400
"705",0.028,"V105",2400
"706",0.028,"V106",2400
"707",0.028,"V107",2400
"708",0.028,"V108",2400
"709",0.028,"V109",2400
"710",0.028,"V110",1624
"711",0.028,"V111",2400
"712",0.028,"V112",2400
"713",0.028,"V113",2400
"714",0.028,"V114",2400
"715",0.028,"V115",2400
"716",0.028,"V116",1777
"717",0.028,"V117",2400
"718",0.028,"V118",2400
"719",0.028,"V119",2400
"720",0.028,"V120",2400
"721",0.028,"V121",2400
"722",0.028,"V122",1128
"723",0.028,"V123",2267
"724",0.028,"V124",2400
"725",0.028,"V125",2400
"726",0.028,"V126",2400
"727",0.028,"V127",2400
"728",0.028,"V128",2400
"729",0.028,"V129",2400
"730",0.028,"V130",2400
"731",0.028,"V131",2400
"732",0.028,"V132",2400
"733",0.028,"V133",2400
"734",0.028,"V134",2400
"735",0.028,"V135",2400
"736",0.028,"V136",2400
"737",0.028,"V137",2400
"738",0.028,"V138",2400
"739",0.028,"V139",2400
"740",0.028,"V140",2400
"741",0.028,"V141",2400
"742",0.028,"V142",2400
"743",0.028,"V143",1647
"744",0.028,"V144",2400
"745",0.028,"V145",1834
"746",0.028,"V146",2400
"747",0.028,"V147",2400
"748",0.028,"V148",2400
"749",0.028,"V149",2400
"750",0.028,"V150",2400
"751",0.028,"V151",2400
"752",0.028,"V152",2400
"753",0.028,"V153",2400
"754",0.028,"V154",1263
"755",0.028,"V155",2400
"756",0.028,"V156",2400
"757",0.028,"V157",2400
"758",0.028,"V158",2400
"759",0.028,"V159",2400
"760",0.028,"V160",2400
"761",0.028,"V161",1409
"762",0.028,"V162",2400
"763",0.028,"V163",2400
"764",0.028,"V164",2400
"765",0.028,"V165",2400
"766",0.028,"V166",2400
"767",0.028,"V167",2400
"768",0.028,"V168",2400
"769",0.028,"V169",2400
"770",0.028,"V170",2400
"771",0.028,"V171",2400
"772",0.028,"V172",2400
"773",0.028,"V173",2400
"774",0.028,"V174",2400
"775",0.028,"V175",2400
"776",0.028,"V176",898
"777",0.028,"V177",2400
"778",0.028,"V178",2400
"779",0.028,"V179",2400
"780",0.028,"V180",2400
"781",0.028,"V181",2400
"782",0.028,"V182",2400
"783",0.028,"V183",2400
"784",0.028,"V184",1091
"785",0.028,"V185",2400
"786",0.028,"V186",2400
"787",0.028,"V187",1810
"788",0.028,"V188",2400
"789",0.028,"V189",2400
"790",0.028,"V190",2400
"791",0.028,"V191",2400
"792",0.028,"V192",2255
"793",0.028,"V193",2400
"794",0.028,"V194",2400
"795",0.028,"V195",2400
"796",0.028,"V196",1034
"797",0.028,"V197",2400
"798",0.028,"V198",2400
"799",0.028,"V199",9
"800",0.028,"V200",1145
"801",0.032,"V1",2400
"802",0.032,"V2",2400
"803",0.032,"V3",2400
"804",0.032,"V4",2400
"805",0.032,"V5",2400
"806",0.032,"V6",2400
"807",0.032,"V7",2400
"808",0.032,"V8",2400
"809",0.032,"V9",2400
"810",0.032,"V10",2400
"811",0.032,"V11",2330
"812",0.032,"V12",2400
"813",0.032,"V13",2400
"814",0.032,"V14",2400
"815",0.032,"V15",2400
"816",0.032,"V16",2400
"817",0.032,"V17",2400
"818",0.032,"V18",2400
"819",0.032,"V19",2400
"820",0.032,"V20",2400
"821",0.032,"V21",2400
"822",0.032,"V22",2400
"823",0.032,"V23",2400
"824",0.032,"V24",2400
"825",0.032,"V25",2400
"826",0.032,"V26",2400
"827",0.032,"V27",2400
"828",0.032,"V28",1070
"829",0.032,"V29",2400
"830",0.032,"V30",2400
"831",0.032,"V31",2400
"832",0.032,"V32",2400
"833",0.032,"V33",2400
"834",0.032,"V34",191
"835",0.032,"V35",2400
"836",0.032,"V36",2400
"837",0.032,"V37",2400
"838",0.032,"V38",2400
"839",0.032,"V39",2400
"840",0.032,"V40",2400
"841",0.032,"V41",2400
"842",0.032,"V42",2400
"843",0.032,"V43",2400
"844",0.032,"V44",2400
"845",0.032,"V45",2400
"846",0.032,"V46",2400
"847",0.032,"V47",2400
"848",0.032,"V48",2400
"849",0.032,"V49",2400
"850",0.032,"V50",1214
"851",0.032,"V51",2400
"852",0.032,"V52",1596
"853",0.032,"V53",175
"854",0.032,"V54",1273
"855",0.032,"V55",2400
"856",0.032,"V56",2400
"857",0.032,"V57",2400
"858",0.032,"V58",2188
"859",0.032,"V59",2400
"860",0.032,"V60",1985
"861",0.032,"V61",2400
"862",0.032,"V62",2400
"863",0.032,"V63",2400
"864",0.032,"V64",2400
"865",0.032,"V65",2400
"866",0.032,"V66",2400
"867",0.032,"V67",2400
"868",0.032,"V68",2400
"869",0.032,"V69",2400
"870",0.032,"V70",2400
"871",0.032,"V71",2400
"872",0.032,"V72",1936
"873",0.032,"V73",2400
"874",0.032,"V74",1063
"875",0.032,"V75",2400
"876",0.032,"V76",2400
"877",0.032,"V77",2400
"878",0.032,"V78",2400
"879",0.032,"V79",2400
"880",0.032,"V80",2400
"881",0.032,"V81",2400
"882",0.032,"V82",886
"883",0.032,"V83",2400
"884",0.032,"V84",69
"885",0.032,"V85",880
"886",0.032,"V86",2400
"887",0.032,"V87",2400
"888",0.032,"V88",2400
"889",0.032,"V89",2400
"890",0.032,"V90",2400
"891",0.032,"V91",58
"892",0.032,"V92",2400
"893",0.032,"V93",2400
"894",0.032,"V94",2400
"895",0.032,"V95",2400
"896",0.032,"V96",1014
"897",0.032,"V97",2400
"898",0.032,"V98",2400
"899",0.032,"V99",2400
"900",0.032,"V100",1801
"901",0.032,"V101",2400
"902",0.032,"V102",2015
"903",0.032,"V103",2400
"904",0.032,"V104",2400
"905",0.032,"V105",2400
"906",0.032,"V106",2400
"907",0.032,"V107",1035
"908",0.032,"V108",1017
"909",0.032,"V109",2400
"910",0.032,"V110",2400
"911",0.032,"V111",2400
"912",0.032,"V112",1083
"913",0.032,"V113",2400
"914",0.032,"V114",2048
"915",0.032,"V115",2400
"916",0.032,"V116",2400
"917",0.032,"V117",2400
"918",0.032,"V118",118
"919",0.032,"V119",2400
"920",0.032,"V120",2400
"921",0.032,"V121",2400
"922",0.032,"V122",2400
"923",0.032,"V123",146
"924",0.032,"V124",2400
"925",0.032,"V125",2400
"926",0.032,"V126",2400
"927",0.032,"V127",2400
"928",0.032,"V128",2
"929",0.032,"V129",2400
"930",0.032,"V130",1398
"931",0.032,"V131",2400
"932",0.032,"V132",1363
"933",0.032,"V133",2400
"934",0.032,"V134",2400
"935",0.032,"V135",2400
"936",0.032,"V136",297
"937",0.032,"V137",2400
"938",0.032,"V138",2400
"939",0.032,"V139",2400
"940",0.032,"V140",2400
"941",0.032,"V141",1170
"942",0.032,"V142",2400
"943",0.032,"V143",2400
"944",0.032,"V144",2400
"945",0.032,"V145",2400
"946",0.032,"V146",1508
"947",0.032,"V147",2400
"948",0.032,"V148",2400
"949",0.032,"V149",2400
"950",0.032,"V150",2400
"951",0.032,"V151",2400
"952",0.032,"V152",2400
"953",0.032,"V153",2400
"954",0.032,"V154",2400
"955",0.032,"V155",1006
"956",0.032,"V156",2400
"957",0.032,"V157",1251
"958",0.032,"V158",2400
"959",0.032,"V159",2400
"960",0.032,"V160",2400
"961",0.032,"V161",2251
"962",0.032,"V162",2400
"963",0.032,"V163",2400
"964",0.032,"V164",2400
"965",0.032,"V165",2400
"966",0.032,"V166",2400
"967",0.032,"V167",2
"968",0.032,"V168",2400
"969",0.032,"V169",2400
"970",0.032,"V170",2400
"971",0.032,"V171",2400
"972",0.032,"V172",2400
"973",0.032,"V173",2400
"974",0.032,"V174",2400
"975",0.032,"V175",2400
"976",0.032,"V176",2400
"977",0.032,"V177",2400
"978",0.032,"V178",2400
"979",0.032,"V179",2
"980",0.032,"V180",2400
"981",0.032,"V181",1158
"982",0.032,"V182",2400
"983",0.032,"V183",2400
"984",0.032,"V184",2
"985",0.032,"V185",2400
"986",0.032,"V186",2400
"987",0.032,"V187",2400
"988",0.032,"V188",2400
"989",0.032,"V189",2400
"990",0.032,"V190",2400
"991",0.032,"V191",2400
"992",0.032,"V192",2400
"993",0.032,"V193",2400
"994",0.032,"V194",2400
"995",0.032,"V195",1144
"996",0.032,"V196",837
"997",0.032,"V197",2400
"998",0.032,"V198",1057
"999",0.032,"V199",1741
"1000",0.032,"V200",2400
"1001",0.036,"V1",2400
"1002",0.036,"V2",2400
"1003",0.036,"V3",2400
"1004",0.036,"V4",2341
"1005",0.036,"V5",2400
"1006",0.036,"V6",2400
"1007",0.036,"V7",2126
"1008",0.036,"V8",240
"1009",0.036,"V9",2400
"1010",0.036,"V10",2400
"1011",0.036,"V11",2400
"1012",0.036,"V12",2400
"1013",0.036,"V13",2400
"1014",0.036,"V14",2400
"1015",0.036,"V15",2400
"1016",0.036,"V16",1906
"1017",0.036,"V17",141
"1018",0.036,"V18",2400
"1019",0.036,"V19",2400
"1020",0.036,"V20",1642
"1021",0.036,"V21",1096
"1022",0.036,"V22",2400
"1023",0.036,"V23",1139
"1024",0.036,"V24",68
"1025",0.036,"V25",2400
"1026",0.036,"V26",2
"1027",0.036,"V27",2400
"1028",0.036,"V28",533
