"","snr","trial","stoppingT"
"3548",0.26,"V148",691
"3549",0.26,"V149",667
"3550",0.26,"V150",626
"3551",0.26,"V151",691
"3552",0.26,"V152",633
"3553",0.26,"V153",701
"3554",0.26,"V154",692
"3555",0.26,"V155",42
"3556",0.26,"V156",684
"3557",0.26,"V157",621
"3558",0.26,"V158",626
"3559",0.26,"V159",633
"3560",0.26,"V160",49
"3561",0.26,"V161",39
"3562",0.26,"V162",632
"3563",0.26,"V163",629
"3564",0.26,"V164",628
"3565",0.26,"V165",677
"3566",0.26,"V166",632
"3567",0.26,"V167",629
"3568",0.26,"V168",702
"3569",0.26,"V169",651
"3570",0.26,"V170",647
"3571",0.26,"V171",687
"3572",0.26,"V172",631
"3573",0.26,"V173",635
"3574",0.26,"V174",658
"3575",0.26,"V175",635
"3576",0.26,"V176",646
"3577",0.26,"V177",627
"3578",0.26,"V178",638
"3579",0.26,"V179",661
"3580",0.26,"V180",629
"3581",0.26,"V181",643
"3582",0.26,"V182",638
"3583",0.26,"V183",640
"3584",0.26,"V184",639
"3585",0.26,"V185",664
"3586",0.26,"V186",643
"3587",0.26,"V187",642
"3588",0.26,"V188",672
"3589",0.26,"V189",643
"3590",0.26,"V190",630
"3591",0.26,"V191",656
"3592",0.26,"V192",643
"3593",0.26,"V193",651
"3594",0.26,"V194",688
"3595",0.26,"V195",616
"3596",0.26,"V196",639
"3597",0.26,"V197",624
"3598",0.26,"V198",650
"3599",0.26,"V199",707
"3600",0.26,"V200",630
"3601",0.28,"V1",641
"3602",0.28,"V2",623
"3603",0.28,"V3",632
"3604",0.28,"V4",619
"3605",0.28,"V5",627
"3606",0.28,"V6",140
"3607",0.28,"V7",608
"3608",0.28,"V8",627
"3609",0.28,"V9",692
"3610",0.28,"V10",642
"3611",0.28,"V11",664
"3612",0.28,"V12",705
"3613",0.28,"V13",670
"3614",0.28,"V14",656
"3615",0.28,"V15",673
"3616",0.28,"V16",624
"3617",0.28,"V17",660
"3618",0.28,"V18",648
"3619",0.28,"V19",623
"3620",0.28,"V20",620
"3621",0.28,"V21",630
"3622",0.28,"V22",634
"3623",0.28,"V23",652
"3624",0.28,"V24",307
"3625",0.28,"V25",664
"3626",0.28,"V26",654
"3627",0.28,"V27",633
"3628",0.28,"V28",652
"3629",0.28,"V29",647
"3630",0.28,"V30",657
"3631",0.28,"V31",659
"3632",0.28,"V32",639
"3633",0.28,"V33",634
"3634",0.28,"V34",638
"3635",0.28,"V35",721
"3636",0.28,"V36",657
"3637",0.28,"V37",627
"3638",0.28,"V38",636
"3639",0.28,"V39",654
"3640",0.28,"V40",640
"3641",0.28,"V41",648
"3642",0.28,"V42",627
"3643",0.28,"V43",641
"3644",0.28,"V44",666
"3645",0.28,"V45",638
"3646",0.28,"V46",693
"3647",0.28,"V47",629
"3648",0.28,"V48",640
"3649",0.28,"V49",635
"3650",0.28,"V50",632
"3651",0.28,"V51",654
"3652",0.28,"V52",654
"3653",0.28,"V53",674
"3654",0.28,"V54",624
"3655",0.28,"V55",642
"3656",0.28,"V56",637
"3657",0.28,"V57",628
"3658",0.28,"V58",631
"3659",0.28,"V59",650
"3660",0.28,"V60",664
"3661",0.28,"V61",641
"3662",0.28,"V62",640
"3663",0.28,"V63",642
"3664",0.28,"V64",616
"3665",0.28,"V65",631
"3666",0.28,"V66",655
"3667",0.28,"V67",624
"3668",0.28,"V68",627
"3669",0.28,"V69",636
"3670",0.28,"V70",645
"3671",0.28,"V71",631
"3672",0.28,"V72",633
"3673",0.28,"V73",628
"3674",0.28,"V74",617
"3675",0.28,"V75",653
"3676",0.28,"V76",644
"3677",0.28,"V77",700
"3678",0.28,"V78",648
"3679",0.28,"V79",681
"3680",0.28,"V80",627
"3681",0.28,"V81",689
"3682",0.28,"V82",631
"3683",0.28,"V83",619
"3684",0.28,"V84",649
"3685",0.28,"V85",683
"3686",0.28,"V86",634
"3687",0.28,"V87",649
"3688",0.28,"V88",636
"3689",0.28,"V89",626
"3690",0.28,"V90",642
"3691",0.28,"V91",661
"3692",0.28,"V92",648
"3693",0.28,"V93",632
"3694",0.28,"V94",627
"3695",0.28,"V95",658
"3696",0.28,"V96",622
"3697",0.28,"V97",14
"3698",0.28,"V98",641
"3699",0.28,"V99",648
"3700",0.28,"V100",627
"3701",0.28,"V101",634
"3702",0.28,"V102",737
"3703",0.28,"V103",668
"3704",0.28,"V104",614
"3705",0.28,"V105",628
"3706",0.28,"V106",649
"3707",0.28,"V107",638
"3708",0.28,"V108",8
"3709",0.28,"V109",627
"3710",0.28,"V110",651
"3711",0.28,"V111",656
"3712",0.28,"V112",683
"3713",0.28,"V113",630
"3714",0.28,"V114",654
"3715",0.28,"V115",663
"3716",0.28,"V116",630
"3717",0.28,"V117",636
"3718",0.28,"V118",686
"3719",0.28,"V119",658
"3720",0.28,"V120",635
"3721",0.28,"V121",646
"3722",0.28,"V122",647
"3723",0.28,"V123",637
"3724",0.28,"V124",640
"3725",0.28,"V125",623
"3726",0.28,"V126",672
"3727",0.28,"V127",637
"3728",0.28,"V128",657
"3729",0.28,"V129",634
"3730",0.28,"V130",630
"3731",0.28,"V131",678
"3732",0.28,"V132",618
"3733",0.28,"V133",689
"3734",0.28,"V134",688
"3735",0.28,"V135",709
"3736",0.28,"V136",644
"3737",0.28,"V137",690
"3738",0.28,"V138",711
"3739",0.28,"V139",633
"3740",0.28,"V140",656
"3741",0.28,"V141",631
"3742",0.28,"V142",629
"3743",0.28,"V143",618
"3744",0.28,"V144",631
"3745",0.28,"V145",649
"3746",0.28,"V146",636
"3747",0.28,"V147",644
"3748",0.28,"V148",619
"3749",0.28,"V149",750
"3750",0.28,"V150",624
"3751",0.28,"V151",628
"3752",0.28,"V152",47
"3753",0.28,"V153",629
"3754",0.28,"V154",610
"3755",0.28,"V155",614
"3756",0.28,"V156",32
"3757",0.28,"V157",633
"3758",0.28,"V158",637
"3759",0.28,"V159",663
"3760",0.28,"V160",625
"3761",0.28,"V161",623
"3762",0.28,"V162",666
"3763",0.28,"V163",638
"3764",0.28,"V164",637
"3765",0.28,"V165",644
"3766",0.28,"V166",634
"3767",0.28,"V167",645
"3768",0.28,"V168",633
"3769",0.28,"V169",616
"3770",0.28,"V170",662
"3771",0.28,"V171",677
"3772",0.28,"V172",61
"3773",0.28,"V173",221
"3774",0.28,"V174",654
"3775",0.28,"V175",641
"3776",0.28,"V176",2
"3777",0.28,"V177",642
"3778",0.28,"V178",656
"3779",0.28,"V179",632
"3780",0.28,"V180",629
"3781",0.28,"V181",624
"3782",0.28,"V182",634
"3783",0.28,"V183",640
"3784",0.28,"V184",652
"3785",0.28,"V185",623
"3786",0.28,"V186",647
"3787",0.28,"V187",664
"3788",0.28,"V188",678
"3789",0.28,"V189",650
"3790",0.28,"V190",680
"3791",0.28,"V191",633
"3792",0.28,"V192",637
"3793",0.28,"V193",641
"3794",0.28,"V194",658
"3795",0.28,"V195",637
"3796",0.28,"V196",624
"3797",0.28,"V197",640
"3798",0.28,"V198",620
"3799",0.28,"V199",647
"3800",0.28,"V200",634
"3801",0.3,"V1",620
"3802",0.3,"V2",649
"3803",0.3,"V3",646
"3804",0.3,"V4",619
"3805",0.3,"V5",2
"3806",0.3,"V6",649
"3807",0.3,"V7",636
"3808",0.3,"V8",630
"3809",0.3,"V9",638
"3810",0.3,"V10",701
"3811",0.3,"V11",664
"3812",0.3,"V12",623
"3813",0.3,"V13",628
"3814",0.3,"V14",655
"3815",0.3,"V15",634
"3816",0.3,"V16",636
"3817",0.3,"V17",644
"3818",0.3,"V18",614
"3819",0.3,"V19",636
"3820",0.3,"V20",639
"3821",0.3,"V21",615
"3822",0.3,"V22",615
"3823",0.3,"V23",4
"3824",0.3,"V24",648
"3825",0.3,"V25",641
"3826",0.3,"V26",92
"3827",0.3,"V27",624
"3828",0.3,"V28",59
"3829",0.3,"V29",630
"3830",0.3,"V30",637
"3831",0.3,"V31",707
"3832",0.3,"V32",662
"3833",0.3,"V33",623
"3834",0.3,"V34",624
"3835",0.3,"V35",647
"3836",0.3,"V36",640
"3837",0.3,"V37",641
"3838",0.3,"V38",637
"3839",0.3,"V39",85
"3840",0.3,"V40",645
"3841",0.3,"V41",613
"3842",0.3,"V42",24
"3843",0.3,"V43",633
"3844",0.3,"V44",649
"3845",0.3,"V45",641
"3846",0.3,"V46",630
"3847",0.3,"V47",636
"3848",0.3,"V48",647
"3849",0.3,"V49",627
"3850",0.3,"V50",629
"3851",0.3,"V51",634
"3852",0.3,"V52",641
"3853",0.3,"V53",621
"3854",0.3,"V54",643
"3855",0.3,"V55",632
"3856",0.3,"V56",647
"3857",0.3,"V57",653
"3858",0.3,"V58",629
"3859",0.3,"V59",646
"3860",0.3,"V60",643
"3861",0.3,"V61",71
"3862",0.3,"V62",630
"3863",0.3,"V63",29
"3864",0.3,"V64",665
"3865",0.3,"V65",633
"3866",0.3,"V66",631
"3867",0.3,"V67",626
"3868",0.3,"V68",4
"3869",0.3,"V69",644
"3870",0.3,"V70",696
"3871",0.3,"V71",624
"3872",0.3,"V72",646
"3873",0.3,"V73",635
"3874",0.3,"V74",630
"3875",0.3,"V75",623
"3876",0.3,"V76",49
"3877",0.3,"V77",2
"3878",0.3,"V78",617
"3879",0.3,"V79",101
"3880",0.3,"V80",635
"3881",0.3,"V81",638
"3882",0.3,"V82",632
"3883",0.3,"V83",650
"3884",0.3,"V84",629
"3885",0.3,"V85",622
"3886",0.3,"V86",628
"3887",0.3,"V87",635
"3888",0.3,"V88",617
"3889",0.3,"V89",638
"3890",0.3,"V90",707
"3891",0.3,"V91",639
"3892",0.3,"V92",637
"3893",0.3,"V93",638
"3894",0.3,"V94",654
"3895",0.3,"V95",628
"3896",0.3,"V96",655
"3897",0.3,"V97",623
"3898",0.3,"V98",10
"3899",0.3,"V99",637
"3900",0.3,"V100",626
"3901",0.3,"V101",675
"3902",0.3,"V102",647
"3903",0.3,"V103",719
"3904",0.3,"V104",638
"3905",0.3,"V105",626
"3906",0.3,"V106",627
"3907",0.3,"V107",621
"3908",0.3,"V108",651
"3909",0.3,"V109",650
"3910",0.3,"V110",676
"3911",0.3,"V111",624
"3912",0.3,"V112",643
"3913",0.3,"V113",104
"3914",0.3,"V114",632
"3915",0.3,"V115",631
"3916",0.3,"V116",617
"3917",0.3,"V117",641
"3918",0.3,"V118",640
"3919",0.3,"V119",654
"3920",0.3,"V120",627
"3921",0.3,"V121",623
"3922",0.3,"V122",638
"3923",0.3,"V123",628
"3924",0.3,"V124",648
"3925",0.3,"V125",627
"3926",0.3,"V126",633
"3927",0.3,"V127",636
"3928",0.3,"V128",645
"3929",0.3,"V129",652
"3930",0.3,"V130",637
"3931",0.3,"V131",619
"3932",0.3,"V132",631
"3933",0.3,"V133",627
"3934",0.3,"V134",625
"3935",0.3,"V135",32
"3936",0.3,"V136",25
"3937",0.3,"V137",642
"3938",0.3,"V138",651
"3939",0.3,"V139",668
"3940",0.3,"V140",628
"3941",0.3,"V141",616
"3942",0.3,"V142",651
"3943",0.3,"V143",625
"3944",0.3,"V144",688
"3945",0.3,"V145",620
"3946",0.3,"V146",640
"3947",0.3,"V147",637
"3948",0.3,"V148",630
"3949",0.3,"V149",624
"3950",0.3,"V150",635
"3951",0.3,"V151",632
"3952",0.3,"V152",638
"3953",0.3,"V153",637
"3954",0.3,"V154",625
"3955",0.3,"V155",630
"3956",0.3,"V156",623
"3957",0.3,"V157",628
"3958",0.3,"V158",635
"3959",0.3,"V159",656
"3960",0.3,"V160",651
"3961",0.3,"V161",634
"3962",0.3,"V162",626
"3963",0.3,"V163",657
"3964",0.3,"V164",625
"3965",0.3,"V165",645
"3966",0.3,"V166",652
"3967",0.3,"V167",639
"3968",0.3,"V168",641
"3969",0.3,"V169",651
"3970",0.3,"V170",653
"3971",0.3,"V171",633
"3972",0.3,"V172",627
"3973",0.3,"V173",621
"3974",0.3,"V174",80
"3975",0.3,"V175",627
"3976",0.3,"V176",631
"3977",0.3,"V177",650
"3978",0.3,"V178",632
"3979",0.3,"V179",690
"3980",0.3,"V180",649
"3981",0.3,"V181",624
"3982",0.3,"V182",51
"3983",0.3,"V183",616
"3984",0.3,"V184",631
"3985",0.3,"V185",659
"3986",0.3,"V186",632
"3987",0.3,"V187",626
"3988",0.3,"V188",634
"3989",0.3,"V189",640
"3990",0.3,"V190",632
"3991",0.3,"V191",639
"3992",0.3,"V192",633
"3993",0.3,"V193",640
"3994",0.3,"V194",644
"3995",0.3,"V195",631
"3996",0.3,"V196",649
"3997",0.3,"V197",653
"3998",0.3,"V198",637
"3999",0.3,"V199",654
"4000",0.3,"V200",662
"4001",0.31,"V1",630
"4002",0.31,"V2",645
"4003",0.31,"V3",630
"4004",0.31,"V4",636
"4005",0.31,"V5",626
"4006",0.31,"V6",635
"4007",0.31,"V7",655
"4008",0.31,"V8",625
"4009",0.31,"V9",617
"4010",0.31,"V10",650
"4011",0.31,"V11",2
"4012",0.31,"V12",640
"4013",0.31,"V13",613
"4014",0.31,"V14",628
"4015",0.31,"V15",63
"4016",0.31,"V16",649
"4017",0.31,"V17",633
"4018",0.31,"V18",648
"4019",0.31,"V19",637
"4020",0.31,"V20",634
"4021",0.31,"V21",628
"4022",0.31,"V22",639
"4023",0.31,"V23",638
"4024",0.31,"V24",638
"4025",0.31,"V25",672
"4026",0.31,"V26",628
"4027",0.31,"V27",623
"4028",0.31,"V28",631
"4029",0.31,"V29",609
"4030",0.31,"V30",621
"4031",0.31,"V31",626
"4032",0.31,"V32",623
"4033",0.31,"V33",639
"4034",0.31,"V34",621
"4035",0.31,"V35",638
"4036",0.31,"V36",651
"4037",0.31,"V37",648
"4038",0.31,"V38",622
"4039",0.31,"V39",637
"4040",0.31,"V40",622
"4041",0.31,"V41",646
"4042",0.31,"V42",642
"4043",0.31,"V43",640
"4044",0.31,"V44",643
"4045",0.31,"V45",624
"4046",0.31,"V46",617
"4047",0.31,"V47",640
"4048",0.31,"V48",633
"4049",0.31,"V49",658
"4050",0.31,"V50",627
"4051",0.31,"V51",653
"4052",0.31,"V52",673
"4053",0.31,"V53",625
"4054",0.31,"V54",625
"4055",0.31,"V55",622
"4056",0.31,"V56",634
"4057",0.31,"V57",629
"4058",0.31,"V58",621
"4059",0.31,"V59",639
"4060",0.31,"V60",643
"4061",0.31,"V61",663
"4062",0.31,"V62",684
"4063",0.31,"V63",643
"4064",0.31,"V64",628
"4065",0.31,"V65",621
"4066",0.31,"V66",8
"4067",0.31,"V67",628
"4068",0.31,"V68",673
"4069",0.31,"V69",633
"4070",0.31,"V70",621
"4071",0.31,"V71",626
"4072",0.31,"V72",678
"4073",0.31,"V73",620
"4074",0.31,"V74",635
"4075",0.31,"V75",626
"4076",0.31,"V76",668
"4077",0.31,"V77",628
"4078",0.31,"V78",619
"4079",0.31,"V79",46
"4080",0.31,"V80",643
"4081",0.31,"V81",621
"4082",0.31,"V82",648
"4083",0.31,"V83",638
"4084",0.31,"V84",645
"4085",0.31,"V85",656
"4086",0.31,"V86",627
"4087",0.31,"V87",628
"4088",0.31,"V88",627
"4089",0.31,"V89",636
"4090",0.31,"V90",668
"4091",0.31,"V91",648
"4092",0.31,"V92",96
"4093",0.31,"V93",641
"4094",0.31,"V94",620
"4095",0.31,"V95",616
"4096",0.31,"V96",654
"4097",0.31,"V97",635
"4098",0.31,"V98",660
"4099",0.31,"V99",489
"4100",0.31,"V100",645
"4101",0.31,"V101",2
"4102",0.31,"V102",673
"4103",0.31,"V103",627
"4104",0.31,"V104",637
"4105",0.31,"V105",620
"4106",0.31,"V106",624
"4107",0.31,"V107",644
"4108",0.31,"V108",634
"4109",0.31,"V109",637
"4110",0.31,"V110",627
"4111",0.31,"V111",627
"4112",0.31,"V112",615
"4113",0.31,"V113",696
"4114",0.31,"V114",654
"4115",0.31,"V115",651
"4116",0.31,"V116",626
"4117",0.31,"V117",626
"4118",0.31,"V118",668
"4119",0.31,"V119",670
"4120",0.31,"V120",640
"4121",0.31,"V121",648
"4122",0.31,"V122",78
"4123",0.31,"V123",637
"4124",0.31,"V124",637
"4125",0.31,"V125",656
"4126",0.31,"V126",632
"4127",0.31,"V127",627
"4128",0.31,"V128",626
"4129",0.31,"V129",621
"4130",0.31,"V130",223
"4131",0.31,"V131",636
"4132",0.31,"V132",633
"4133",0.31,"V133",635
"4134",0.31,"V134",641
"4135",0.31,"V135",615
"4136",0.31,"V136",635
"4137",0.31,"V137",634
"4138",0.31,"V138",624
"4139",0.31,"V139",640
"4140",0.31,"V140",654
"4141",0.31,"V141",664
"4142",0.31,"V142",630
"4143",0.31,"V143",619
"4144",0.31,"V144",660
"4145",0.31,"V145",637
"4146",0.31,"V146",635
"4147",0.31,"V147",644
"4148",0.31,"V148",644
"4149",0.31,"V149",634
"4150",0.31,"V150",658
"4151",0.31,"V151",633
"4152",0.31,"V152",639
"4153",0.31,"V153",636
"4154",0.31,"V154",644
"4155",0.31,"V155",622
"4156",0.31,"V156",679
"4157",0.31,"V157",626
"4158",0.31,"V158",642
"4159",0.31,"V159",636
"4160",0.31,"V160",622
"4161",0.31,"V161",646
"4162",0.31,"V162",627
"4163",0.31,"V163",615
"4164",0.31,"V164",636
"4165",0.31,"V165",636
"4166",0.31,"V166",635
"4167",0.31,"V167",24
"4168",0.31,"V168",658
"4169",0.31,"V169",619
"4170",0.31,"V170",640
"4171",0.31,"V171",649
"4172",0.31,"V172",652
"4173",0.31,"V173",632
"4174",0.31,"V174",639
"4175",0.31,"V175",628
"4176",0.31,"V176",619
"4177",0.31,"V177",634
"4178",0.31,"V178",625
"4179",0.31,"V179",629
"4180",0.31,"V180",674
"4181",0.31,"V181",635
"4182",0.31,"V182",633
"4183",0.31,"V183",636
"4184",0.31,"V184",7
"4185",0.31,"V185",664
"4186",0.31,"V186",631
"4187",0.31,"V187",607
"4188",0.31,"V188",651
"4189",0.31,"V189",650
"4190",0.31,"V190",622
"4191",0.31,"V191",625
"4192",0.31,"V192",686
"4193",0.31,"V193",624
"4194",0.31,"V194",627
"4195",0.31,"V195",627
"4196",0.31,"V196",629
"4197",0.31,"V197",633
"4198",0.31,"V198",623
"4199",0.31,"V199",629
"4200",0.31,"V200",74
"4201",0.32,"V1",622
"4202",0.32,"V2",614
"4203",0.32,"V3",649
"4204",0.32,"V4",607
"4205",0.32,"V5",614
"4206",0.32,"V6",615
"4207",0.32,"V7",629
"4208",0.32,"V8",617
"4209",0.32,"V9",633
"4210",0.32,"V10",625
"4211",0.32,"V11",620
"4212",0.32,"V12",628
"4213",0.32,"V13",652
"4214",0.32,"V14",623
"4215",0.32,"V15",619
"4216",0.32,"V16",640
"4217",0.32,"V17",625
"4218",0.32,"V18",623
"4219",0.32,"V19",645
"4220",0.32,"V20",612
"4221",0.32,"V21",628
"4222",0.32,"V22",631
"4223",0.32,"V23",621
"4224",0.32,"V24",628
"4225",0.32,"V25",634
"4226",0.32,"V26",620
"4227",0.32,"V27",627
"4228",0.32,"V28",34
"4229",0.32,"V29",90
"4230",0.32,"V30",617
"4231",0.32,"V31",631
"4232",0.32,"V32",627
"4233",0.32,"V33",643
"4234",0.32,"V34",643
"4235",0.32,"V35",645
"4236",0.32,"V36",656
"4237",0.32,"V37",635
"4238",0.32,"V38",639
"4239",0.32,"V39",627
"4240",0.32,"V40",613
"4241",0.32,"V41",631
"4242",0.32,"V42",638
"4243",0.32,"V43",614
"4244",0.32,"V44",656
"4245",0.32,"V45",631
"4246",0.32,"V46",608
"4247",0.32,"V47",636
"4248",0.32,"V48",618
"4249",0.32,"V49",618
"4250",0.32,"V50",649
"4251",0.32,"V51",633
"4252",0.32,"V52",614
"4253",0.32,"V53",32
"4254",0.32,"V54",617
"4255",0.32,"V55",634
"4256",0.32,"V56",630
"4257",0.32,"V57",611
"4258",0.32,"V58",619
"4259",0.32,"V59",628
"4260",0.32,"V60",630
"4261",0.32,"V61",40
"4262",0.32,"V62",629
"4263",0.32,"V63",620
"4264",0.32,"V64",617
"4265",0.32,"V65",628
"4266",0.32,"V66",632
"4267",0.32,"V67",620
"4268",0.32,"V68",637
"4269",0.32,"V69",634
"4270",0.32,"V70",625
"4271",0.32,"V71",638
"4272",0.32,"V72",638
"4273",0.32,"V73",624
"4274",0.32,"V74",633
"4275",0.32,"V75",616
"4276",0.32,"V76",621
"4277",0.32,"V77",627
"4278",0.32,"V78",626
"4279",0.32,"V79",633
"4280",0.32,"V80",617
"4281",0.32,"V81",638
"4282",0.32,"V82",645
"4283",0.32,"V83",621
"4284",0.32,"V84",636
"4285",0.32,"V85",653
"4286",0.32,"V86",623
"4287",0.32,"V87",633
"4288",0.32,"V88",617
"4289",0.32,"V89",642
"4290",0.32,"V90",254
"4291",0.32,"V91",634
"4292",0.32,"V92",617
"4293",0.32,"V93",670
"4294",0.32,"V94",650
"4295",0.32,"V95",628
"4296",0.32,"V96",620
"4297",0.32,"V97",627
"4298",0.32,"V98",616
"4299",0.32,"V99",628
"4300",0.32,"V100",642
"4301",0.32,"V101",632
"4302",0.32,"V102",654
"4303",0.32,"V103",650
"4304",0.32,"V104",624
"4305",0.32,"V105",633
"4306",0.32,"V106",640
"4307",0.32,"V107",633
"4308",0.32,"V108",640
"4309",0.32,"V109",639
"4310",0.32,"V110",626
"4311",0.32,"V111",628
"4312",0.32,"V112",632
"4313",0.32,"V113",627
"4314",0.32,"V114",634
"4315",0.32,"V115",620
"4316",0.32,"V116",616
"4317",0.32,"V117",628
"4318",0.32,"V118",631
"4319",0.32,"V119",620
"4320",0.32,"V120",639
"4321",0.32,"V121",617
"4322",0.32,"V122",631
"4323",0.32,"V123",4
"4324",0.32,"V124",640
"4325",0.32,"V125",639
"4326",0.32,"V126",620
"4327",0.32,"V127",639
"4328",0.32,"V128",653
"4329",0.32,"V129",633
"4330",0.32,"V130",625
"4331",0.32,"V131",632
"4332",0.32,"V132",634
"4333",0.32,"V133",645
"4334",0.32,"V134",622
"4335",0.32,"V135",631
"4336",0.32,"V136",701
"4337",0.32,"V137",617
"4338",0.32,"V138",638
"4339",0.32,"V139",675
"4340",0.32,"V140",645
"4341",0.32,"V141",624
"4342",0.32,"V142",651
"4343",0.32,"V143",640
"4344",0.32,"V144",633
"4345",0.32,"V145",626
"4346",0.32,"V146",628
"4347",0.32,"V147",73
"4348",0.32,"V148",643
"4349",0.32,"V149",626
"4350",0.32,"V150",628
"4351",0.32,"V151",616
"4352",0.32,"V152",624
"4353",0.32,"V153",628
"4354",0.32,"V154",629
"4355",0.32,"V155",628
"4356",0.32,"V156",629
"4357",0.32,"V157",623
"4358",0.32,"V158",624
"4359",0.32,"V159",652
"4360",0.32,"V160",625
"4361",0.32,"V161",636
"4362",0.32,"V162",643
"4363",0.32,"V163",633
"4364",0.32,"V164",633
"4365",0.32,"V165",628
"4366",0.32,"V166",631
"4367",0.32,"V167",623
"4368",0.32,"V168",627
"4369",0.32,"V169",637
"4370",0.32,"V170",624
"4371",0.32,"V171",629
"4372",0.32,"V172",630
"4373",0.32,"V173",708
"4374",0.32,"V174",635
"4375",0.32,"V175",634
"4376",0.32,"V176",638
"4377",0.32,"V177",632
"4378",0.32,"V178",659
"4379",0.32,"V179",635
"4380",0.32,"V180",628
"4381",0.32,"V181",623
"4382",0.32,"V182",646
"4383",0.32,"V183",630
"4384",0.32,"V184",619
"4385",0.32,"V185",637
"4386",0.32,"V186",613
"4387",0.32,"V187",610
"4388",0.32,"V188",622
"4389",0.32,"V189",623
"4390",0.32,"V190",627
"4391",0.32,"V191",624
"4392",0.32,"V192",628
"4393",0.32,"V193",638
"4394",0.32,"V194",632
"4395",0.32,"V195",640
"4396",0.32,"V196",640
"4397",0.32,"V197",61
"4398",0.32,"V198",628
"4399",0.32,"V199",624
"4400",0.32,"V200",629
"4401",0.33,"V1",638
"4402",0.33,"V2",624
"4403",0.33,"V3",664
"4404",0.33,"V4",652
"4405",0.33,"V5",634
"4406",0.33,"V6",624
"4407",0.33,"V7",621
"4408",0.33,"V8",627
"4409",0.33,"V9",633
"4410",0.33,"V10",653
"4411",0.33,"V11",626
"4412",0.33,"V12",634
"4413",0.33,"V13",657
"4414",0.33,"V14",628
"4415",0.33,"V15",615
"4416",0.33,"V16",625
"4417",0.33,"V17",637
"4418",0.33,"V18",636
"4419",0.33,"V19",640
"4420",0.33,"V20",629
"4421",0.33,"V21",634
"4422",0.33,"V22",616
"4423",0.33,"V23",621
"4424",0.33,"V24",628
"4425",0.33,"V25",662
"4426",0.33,"V26",640
"4427",0.33,"V27",636
"4428",0.33,"V28",620
"4429",0.33,"V29",630
"4430",0.33,"V30",632
"4431",0.33,"V31",623
"4432",0.33,"V32",631
"4433",0.33,"V33",652
"4434",0.33,"V34",636
"4435",0.33,"V35",623
"4436",0.33,"V36",613
"4437",0.33,"V37",622
"4438",0.33,"V38",624
"4439",0.33,"V39",633
"4440",0.33,"V40",628
"4441",0.33,"V41",629
"4442",0.33,"V42",635
"4443",0.33,"V43",237
"4444",0.33,"V44",630
"4445",0.33,"V45",627
"4446",0.33,"V46",629
"4447",0.33,"V47",622
"4448",0.33,"V48",2
"4449",0.33,"V49",622
"4450",0.33,"V50",628
"4451",0.33,"V51",631
"4452",0.33,"V52",631
"4453",0.33,"V53",620
"4454",0.33,"V54",636
"4455",0.33,"V55",628
"4456",0.33,"V56",661
"4457",0.33,"V57",642
"4458",0.33,"V58",630
"4459",0.33,"V59",643
"4460",0.33,"V60",613
"4461",0.33,"V61",637
"4462",0.33,"V62",618
"4463",0.33,"V63",627
"4464",0.33,"V64",631
"4465",0.33,"V65",637
"4466",0.33,"V66",638
"4467",0.33,"V67",72
"4468",0.33,"V68",622
"4469",0.33,"V69",628
"4470",0.33,"V70",659
"4471",0.33,"V71",629
"4472",0.33,"V72",154
"4473",0.33,"V73",639
"4474",0.33,"V74",631
"4475",0.33,"V75",634
"4476",0.33,"V76",641
"4477",0.33,"V77",632
"4478",0.33,"V78",626
"4479",0.33,"V79",640
"4480",0.33,"V80",622
"4481",0.33,"V81",622
"4482",0.33,"V82",690
"4483",0.33,"V83",647
"4484",0.33,"V84",625
"4485",0.33,"V85",633
"4486",0.33,"V86",640
"4487",0.33,"V87",632
"4488",0.33,"V88",647
"4489",0.33,"V89",638
"4490",0.33,"V90",639
"4491",0.33,"V91",642
"4492",0.33,"V92",618
"4493",0.33,"V93",617
"4494",0.33,"V94",645
"4495",0.33,"V95",636
"4496",0.33,"V96",631
"4497",0.33,"V97",262
"4498",0.33,"V98",629
"4499",0.33,"V99",640
"4500",0.33,"V100",203
"4501",0.33,"V101",633
"4502",0.33,"V102",669
"4503",0.33,"V103",624
"4504",0.33,"V104",639
"4505",0.33,"V105",628
"4506",0.33,"V106",638
"4507",0.33,"V107",617
"4508",0.33,"V108",623
"4509",0.33,"V109",630
"4510",0.33,"V110",422
"4511",0.33,"V111",617
"4512",0.33,"V112",629
"4513",0.33,"V113",619
"4514",0.33,"V114",624
"4515",0.33,"V115",636
"4516",0.33,"V116",634
"4517",0.33,"V117",633
"4518",0.33,"V118",632
"4519",0.33,"V119",632
"4520",0.33,"V120",624
"4521",0.33,"V121",95
"4522",0.33,"V122",630
"4523",0.33,"V123",633
"4524",0.33,"V124",621
"4525",0.33,"V125",643
"4526",0.33,"V126",635
"4527",0.33,"V127",633
"4528",0.33,"V128",651
"4529",0.33,"V129",621
"4530",0.33,"V130",653
"4531",0.33,"V131",630
"4532",0.33,"V132",614
"4533",0.33,"V133",635
"4534",0.33,"V134",623
"4535",0.33,"V135",634
"4536",0.33,"V136",630
"4537",0.33,"V137",625
"4538",0.33,"V138",655
"4539",0.33,"V139",667
"4540",0.33,"V140",637
"4541",0.33,"V141",640
"4542",0.33,"V142",190
"4543",0.33,"V143",647
"4544",0.33,"V144",628
"4545",0.33,"V145",637
