"snr","trial","stoppingT"
0.1,"V192",1220
0.1,"V193",1870
0.1,"V194",1175
0.1,"V195",1080
0.1,"V196",1694
0.1,"V197",928
0.1,"V198",941
0.1,"V199",836
0.1,"V200",677
0.12,"V1",894
0.12,"V2",111
0.12,"V3",836
0.12,"V4",851
0.12,"V5",958
0.12,"V6",868
0.12,"V7",836
0.12,"V8",907
0.12,"V9",909
0.12,"V10",1669
0.12,"V11",836
0.12,"V12",1097
0.12,"V13",1196
0.12,"V14",836
0.12,"V15",733
0.12,"V16",904
0.12,"V17",836
0.12,"V18",986
0.12,"V19",1065
0.12,"V20",886
0.12,"V21",977
0.12,"V22",879
0.12,"V23",872
0.12,"V24",960
0.12,"V25",869
0.12,"V26",837
0.12,"V27",945
0.12,"V28",883
0.12,"V29",1053
0.12,"V30",836
0.12,"V31",907
0.12,"V32",1114
0.12,"V33",142
0.12,"V34",951
0.12,"V35",836
0.12,"V36",208
0.12,"V37",628
0.12,"V38",756
0.12,"V39",836
0.12,"V40",674
0.12,"V41",918
0.12,"V42",1156
0.12,"V43",1971
0.12,"V44",872
0.12,"V45",706
0.12,"V46",1215
0.12,"V47",1070
0.12,"V48",829
0.12,"V49",944
0.12,"V50",1041
0.12,"V51",839
0.12,"V52",911
0.12,"V53",836
0.12,"V54",1059
0.12,"V55",933
0.12,"V56",940
0.12,"V57",860
0.12,"V58",836
0.12,"V59",891
0.12,"V60",706
0.12,"V61",1105
0.12,"V62",954
0.12,"V63",948
0.12,"V64",721
0.12,"V65",886
0.12,"V66",993
0.12,"V67",1123
0.12,"V68",843
0.12,"V69",1022
0.12,"V70",967
0.12,"V71",838
0.12,"V72",960
0.12,"V73",1001
0.12,"V74",1296
0.12,"V75",1013
0.12,"V76",914
0.12,"V77",793
0.12,"V78",836
0.12,"V79",52
0.12,"V80",888
0.12,"V81",743
0.12,"V82",913
0.12,"V83",1002
0.12,"V84",912
0.12,"V85",1030
0.12,"V86",836
0.12,"V87",834
0.12,"V88",834
0.12,"V89",846
0.12,"V90",90
0.12,"V91",836
0.12,"V92",992
0.12,"V93",836
0.12,"V94",852
0.12,"V95",969
0.12,"V96",1148
0.12,"V97",682
0.12,"V98",1485
0.12,"V99",836
0.12,"V100",836
0.12,"V101",1080
0.12,"V102",1292
0.12,"V103",115
0.12,"V104",882
0.12,"V105",889
0.12,"V106",30
0.12,"V107",836
0.12,"V108",1016
0.12,"V109",1914
0.12,"V110",1201
0.12,"V111",837
0.12,"V112",849
0.12,"V113",920
0.12,"V114",647
0.12,"V115",1152
0.12,"V116",762
0.12,"V117",718
0.12,"V118",868
0.12,"V119",1428
0.12,"V120",909
0.12,"V121",900
0.12,"V122",923
0.12,"V123",1135
0.12,"V124",927
0.12,"V125",665
0.12,"V126",837
0.12,"V127",945
0.12,"V128",836
0.12,"V129",959
0.12,"V130",913
0.12,"V131",905
0.12,"V132",41
0.12,"V133",942
